38.524000	38.524000	B
38.538000	38.538000	B
38.554000	38.554000	B
38.592000	38.592000	B
39.115000	39.115000	B
39.122000	39.122000	B
39.151000	39.151000	B
39.171000	39.171000	B
39.189000	39.189000	B
40.124000	40.124000	B
40.138000	40.138000	B
40.153000	40.153000	B
40.725000	40.725000	B
40.737000	40.737000	B
40.753000	40.753000	B
40.791000	40.791000	B
42.325000	42.325000	B
42.338000	42.338000	B
42.353000	42.353000	B
42.391000	42.391000	B
43.323000	43.323000	B
43.337000	43.337000	B
43.354000	43.354000	B
43.924000	43.924000	B
43.937000	43.937000	B
43.953000	43.953000	B
43.990000	43.990000	B
45.524000	45.524000	B
45.537000	45.537000	B
45.553000	45.553000	B
47.123000	47.123000	B
47.136000	47.136000	B
47.153000	47.153000	B
47.192000	47.192000	B
51.339000	51.339000	B
51.924000	51.924000	B
51.937000	51.937000	B
51.952000	51.952000	B
51.990000	51.990000	B
52.925000	52.925000	B
52.938000	52.938000	B
52.955000	52.955000	B
55.155000	55.155000	B
55.192000	55.192000	B
56.739000	56.739000	B
58.324000	58.324000	B
58.337000	58.337000	B
58.353000	58.353000	B
58.391000	58.391000	B
61.524000	61.524000	B
61.537000	61.537000	B
61.554000	61.554000	B
107.515000	107.515000	B
107.522000	107.522000	B
107.551000	107.551000	B
108.714000	108.714000	B
109.123000	109.123000	B
109.136000	109.136000	B
109.153000	109.153000	B
110.313000	110.313000	B
110.333000	110.333000	B
110.356000	110.356000	B
110.377000	110.377000	B
110.723000	110.723000	B
110.736000	110.736000	B
112.324000	112.324000	B
112.337000	112.337000	B
113.914000	113.914000	B
113.921000	113.921000	B
113.952000	113.952000	B
115.114000	115.114000	B
115.157000	115.157000	B
115.178000	115.178000	B
115.539000	115.539000	B
116.716000	116.716000	B
116.757000	116.757000	B
116.778000	116.778000	B
117.114000	117.114000	B
117.122000	117.122000	B
117.151000	117.151000	B
118.724000	118.724000	B
118.737000	118.737000	B
118.752000	118.752000	B
120.322000	120.322000	B
120.335000	120.335000	B
120.351000	120.351000	B
120.370000	120.370000	B
120.390000	120.390000	B
121.926000	121.926000	B
121.938000	121.938000	B
121.953000	121.953000	B
123.178000	123.178000	B
123.522000	123.522000	B
123.553000	123.553000	B
124.712000	124.712000	B
124.729000	124.729000	B
124.756000	124.756000	B
124.777000	124.777000	B
125.122000	125.122000	B
125.135000	125.135000	B
125.153000	125.153000	B
126.723000	126.723000	B
126.735000	126.735000	B
126.752000	126.752000	B
128.339000	128.339000	B
129.513000	129.513000	B
129.557000	129.557000	B
129.577000	129.577000	B
129.923000	129.923000	B
129.936000	129.936000	B
129.952000	129.952000	B
131.522000	131.522000	B
131.535000	131.535000	B
132.715000	132.715000	B
132.779000	132.779000	B
133.124000	133.124000	B
133.136000	133.136000	B
133.154000	133.154000	B
133.725000	133.725000	B
133.738000	133.738000	B
133.755000	133.755000	B
133.793000	133.793000	B
134.723000	134.723000	B
134.736000	134.736000	B
134.752000	134.752000	B
135.915000	135.915000	B
135.978000	135.978000	B
136.326000	136.326000	B
136.338000	136.338000	B
136.354000	136.354000	B
137.914000	137.914000	B
137.921000	137.921000	B
137.950000	137.950000	B
139.515000	139.515000	B
139.522000	139.522000	B
139.550000	139.550000	B
140.779000	140.779000	B
141.123000	141.123000	B
141.136000	141.136000	B
141.152000	141.152000	B
141.191000	141.191000	B
142.315000	142.315000	B
142.738000	142.738000	B
142.753000	142.753000	B
143.979000	143.979000	B
144.322000	144.322000	B
144.352000	144.352000	B
145.923000	145.923000	B
145.936000	145.936000	B
145.953000	145.953000	B
147.180000	147.180000	B
147.523000	147.523000	B
147.536000	147.536000	B
147.553000	147.553000	B
149.124000	149.124000	B
149.137000	149.137000	B
150.314000	150.314000	B
150.357000	150.357000	B
150.378000	150.378000	B
150.722000	150.722000	B
150.735000	150.735000	B
150.752000	150.752000	B
151.917000	151.917000	B
152.323000	152.323000	B
152.336000	152.336000	B
152.352000	152.352000	B
153.515000	153.515000	B
153.558000	153.558000	B
153.578000	153.578000	B
153.923000	153.923000	B
153.936000	153.936000	B
154.523000	154.523000	B
154.536000	154.536000	B
154.551000	154.551000	B
154.571000	154.571000	B
154.589000	154.589000	B
155.099000	155.099000	B
155.110000	155.110000	B
155.152000	155.152000	B
155.174000	155.174000	B
155.200000	155.200000	B
155.512000	155.512000	B
155.568000	155.568000	B
155.588000	155.588000	B
155.609000	155.609000	B
156.112000	156.112000	B
156.169000	156.169000	B
156.188000	156.188000	B
156.209000	156.209000	B
156.698000	156.698000	B
156.709000	156.709000	B
156.752000	156.752000	B
156.773000	156.773000	B
156.800000	156.800000	B
157.111000	157.111000	B
157.169000	157.169000	B
157.188000	157.188000	B
157.210000	157.210000	B
