12.851000	12.851000	B
16.051000	16.051000	B
19.251000	19.251000	B
22.451000	22.451000	B
25.651000	25.651000	B
28.851000	28.851000	B
32.051000	32.051000	B
32.851000	32.851000	B
33.651000	33.651000	B
34.451000	34.451000	B
36.851000	36.851000	B
39.651000	39.651000	B
40.851000	40.851000	B
43.651000	43.651000	B
44.451000	44.451000	B
45.451000	45.451000	B
46.851000	46.851000	B
48.451000	48.451000	B
49.251000	49.251000	B
58.051000	58.051000	B
58.851000	58.851000	B
60.051000	60.051000	B
61.651000	61.651000	B
62.451000	62.451000	B
63.651000	63.651000	B
66.451000	66.451000	B
69.651000	69.651000	B
72.851000	72.851000	B
74.651000	74.651000	B
75.651000	75.651000	B
76.451000	76.451000	B
78.051000	78.051000	B
78.851000	78.851000	B
82.051000	82.051000	B
83.251000	83.251000	B
84.451000	84.451000	B
85.251000	85.251000	B
86.851000	86.851000	B
90.051000	90.051000	B
90.851000	90.851000	B
91.651000	91.651000	B
92.451000	92.451000	B
93.251000	93.251000	B
97.651000	97.651000	B
100.451000	100.451000	B
101.251000	101.251000	B
103.251000	103.251000	B
104.451000	104.451000	B
105.251000	105.251000	B
106.851000	106.851000	B
108.451000	108.451000	B
109.051000	109.051000	B
110.051000	110.051000	B
110.651000	110.651000	B
111.651000	111.651000	B
112.851000	112.851000	B
114.051000	114.051000	B
115.451000	115.451000	B
117.051000	117.051000	B
118.651000	118.651000	B
119.850000	119.850000	B
120.451000	120.451000	B
125.251000	125.251000	B
126.251000	126.251000	B
127.651000	127.651000	B
128.451000	128.451000	B
129.251000	129.251000	B
131.851000	131.851000	B
134.251000	134.251000	B
135.651000	135.651000	B
136.451000	136.451000	B
137.851000	137.851000	B
138.851000	138.851000	B
139.651000	139.651000	B
142.051000	142.051000	B
142.851000	142.851000	B
145.651000	145.651000	B
149.651000	149.651000	B
150.851000	150.851000	B
153.251000	153.251000	B
155.251000	155.251000	B
