0.532000	0.532000	B
0.898000	0.898000	B
1.666000	1.666000	B
2.051000	2.051000	B
2.433000	2.433000	B
3.203000	3.203000	B
3.957000	3.957000	B
4.348000	4.348000	B
4.730000	4.730000	B
5.495000	5.495000	B
6.258000	6.258000	B
6.638000	6.638000	B
7.400000	7.400000	B
7.784000	7.784000	B
8.160000	8.160000	B
8.540000	8.540000	B
9.302000	9.302000	B
9.678000	9.678000	B
10.061000	10.061000	B
10.821000	10.821000	B
11.568000	11.568000	B
11.958000	11.958000	B
12.195000	12.195000	B
12.335000	12.335000	B
13.100000	13.100000	B
13.857000	13.857000	B
14.247000	14.247000	B
14.622000	14.622000	B
15.394000	15.394000	B
15.768000	15.768000	B
16.150000	16.150000	B
16.534000	16.534000	B
16.920000	16.920000	B
